run_date,collected_at,listing_date,seller,title,category,price,currency,market,listing_year,listing_month,listing_day,price_bucket,category_normalized,category_main
2025-12-23,2025-12-23 20:36:27.659365,2024-08-30 09:03:21.709925,seller_ma_092,Laptop Stand Aluminum,Video Games & Consoles,52.99,USD,MOROCCO,2024,8,30,50-100,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:28.093702,2025-08-09 16:08:30.709925,seller_ma_004,"""LED TV 45"""" Anker Smart""",Business & Industrial,60.0,USD,MOROCCO,2025,8,9,50-100,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:29.048177,2024-08-10 23:20:34.709925,seller_ma_126,Dash Cam HD 4096p,Automotive,74.99,USD,MOROCCO,2024,8,10,50-100,AUTOMOTIVE,Automotive
2025-12-23,2025-12-23 20:36:29.543252,2025-08-16 14:58:17.709925,seller_ma_100,Bluetooth Speaker Samsung,Baby,57.99,USD,MOROCCO,2025,8,16,50-100,BABY,Baby
2025-12-23,2025-12-23 20:36:29.661830,2024-08-07 20:29:09.709925,seller_ma_050,Door Mat Anti-Slip,Home & Garden,51.99,USD,MOROCCO,2024,8,7,50-100,HOME & GARDEN,Home
2025-12-23,2025-12-23 20:36:29.676927,2024-08-09 11:55:47.709925,seller_ma_099,Curtains Blackout XXLcm,Home & Garden,54.99,USD,MOROCCO,2024,8,9,50-100,HOME & GARDEN,Home
2025-12-23,2025-12-23 20:36:29.711654,2025-08-20 11:36:51.709925,seller_ma_199,Power Bank 4mAh,Baby,78.0,USD,MOROCCO,2025,8,20,50-100,BABY,Baby
2025-12-23,2025-12-23 20:36:29.790489,2024-08-10 10:53:55.709925,seller_ma_076,Wireless Headphones Sony,Jewelry & Watches,82.99,USD,MOROCCO,2024,8,10,50-100,JEWELRY & WATCHES,Jewelry
2025-12-23,2025-12-23 20:36:29.956905,2025-08-10 08:43:52.709925,medina_shop,Laptop Stand Aluminum,"Books, Movies & Music",80.99,USD,MOROCCO,2025,8,10,50-100,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:36:29.980216,2025-08-01 07:50:26.709925,seller_ma_036,Bluetooth Speaker Sony,Pet Supplies,53.99,USD,MOROCCO,2025,8,1,50-100,PET SUPPLIES,Pet Supplies
2025-12-23,2025-12-23 20:36:30.143564,2025-08-17 15:44:31.709925,seller_ma_157,USB Cable Type-C 2m,Sporting Goods,64.0,USD,MOROCCO,2025,8,17,50-100,SPORTING GOODS,Sporting Goods
2025-12-23,2025-12-23 20:36:30.263093,2024-08-11 08:55:46.709925,seller_ma_001,Gaming Mouse RGB Belkin,Pet Supplies,79.99,USD,MOROCCO,2024,8,11,50-100,PET SUPPLIES,Pet Supplies
2025-12-23,2025-12-23 20:36:30.315606,2024-08-20 23:41:36.709925,seller_ma_135,USB Cable Type-C 1m,Toys & Hobbies,90.99,USD,MOROCCO,2024,8,20,50-100,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:36:30.507792,2024-08-21 00:33:39.709925,seller_ma_094,Gaming Mouse RGB LG,Baby,56.99,USD,MOROCCO,2024,8,21,50-100,BABY,Baby
2025-12-23,2025-12-23 20:36:30.595675,2025-08-22 00:55:07.709925,seller_ma_194,Belt Leather Sony,"Clothing, Shoes & Accessories",67.0,USD,MOROCCO,2025,8,22,50-100,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:36:30.632583,2025-08-28 03:31:03.709925,seller_ma_183,HDMI Cable 5m Gold Plated,Toys & Hobbies,72.99,USD,MOROCCO,2025,8,28,50-100,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:36:30.710365,2025-08-31 03:31:06.709925,seller_ma_133,Wireless Headphones Belkin,"Books, Movies & Music",84.0,USD,MOROCCO,2025,8,31,50-100,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:36:30.994474,2024-08-26 16:07:09.709925,seller_ma_092,Phone Charger Fast Charging Anker,Health & Beauty,69.99,USD,MOROCCO,2024,8,26,50-100,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:36:31.738582,2025-08-05 17:19:55.709925,seller_ma_104,Laptop Stand Aluminum,Toys & Hobbies,77.99,USD,MOROCCO,2025,8,5,50-100,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:36:31.980773,2024-08-28 16:14:11.709925,seller_ma_005,Wireless Headphones Belkin,Toys & Hobbies,56.0,USD,MOROCCO,2024,8,28,50-100,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:36:32.398362,2025-08-05 18:42:00.709925,seller_ma_192,Leather Wallet Anker,"Clothing, Shoes & Accessories",64.0,USD,MOROCCO,2025,8,5,50-100,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:36:32.445378,2025-08-17 19:57:09.709925,seller_ma_130,Bluetooth Speaker JBL,Sporting Goods,83.0,USD,MOROCCO,2025,8,17,50-100,SPORTING GOODS,Sporting Goods
2025-12-23,2025-12-23 20:36:32.638098,2025-08-14 06:08:20.709925,seller_ma_181,Power Bank 10000mAh,"Books, Movies & Music",95.0,USD,MOROCCO,2025,8,14,50-100,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:36:32.870479,2025-08-10 00:49:21.709925,seller_ma_001,Phone Charger Fast Charging Anker,Video Games & Consoles,90.0,USD,MOROCCO,2025,8,10,50-100,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:32.945597,2024-08-17 12:31:06.709925,seller_ma_131,Wireless Headphones Belkin,"TV, Video & Home Audio",59.99,USD,MOROCCO,2024,8,17,50-100,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:36:33.273645,2024-08-22 13:58:29.709925,seller_ma_144,Phone Charger Fast Charging Sony,Video Games & Consoles,57.0,USD,MOROCCO,2024,8,22,50-100,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:33.742598,2024-08-11 15:41:58.709925,seller_ma_114,Power Bank 30000mAh,"TV, Video & Home Audio",64.99,USD,MOROCCO,2024,8,11,50-100,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:36:33.986133,2025-08-21 19:37:11.709925,seller_ma_008,Phone Charger Fast Charging LG,Musical Instruments & Gear,92.99,USD,MOROCCO,2025,8,21,50-100,MUSICAL INSTRUMENTS & GEAR,Musical Instruments
2025-12-23,2025-12-23 20:36:34.688424,2025-08-27 01:48:16.709925,seller_ma_041,Laptop Stand Aluminum,Sporting Goods,77.0,USD,MOROCCO,2025,8,27,50-100,SPORTING GOODS,Sporting Goods
2025-12-23,2025-12-23 20:36:34.888540,2025-08-28 02:14:42.709925,seller_ma_003,Laptop Stand Aluminum,Health & Beauty,52.0,USD,MOROCCO,2025,8,28,50-100,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:36:34.894544,2025-08-08 21:07:24.709925,seller_ma_163,Laptop Stand Aluminum,Pet Supplies,73.99,USD,MOROCCO,2025,8,8,50-100,PET SUPPLIES,Pet Supplies
2025-12-23,2025-12-23 20:36:35.388673,2024-08-15 16:02:24.709925,seller_ma_032,Webcam HD 1080p Anker,Baby,90.0,USD,MOROCCO,2024,8,15,50-100,BABY,Baby
2025-12-23,2025-12-23 20:36:35.571492,2024-08-21 04:23:07.709925,seller_ma_176,Laptop Stand Aluminum,Musical Instruments & Gear,63.0,USD,MOROCCO,2024,8,21,50-100,MUSICAL INSTRUMENTS & GEAR,Musical Instruments
2025-12-23,2025-12-23 20:36:35.627116,2025-08-21 09:14:58.709925,seller_ma_039,Phone Charger Fast Charging LG,Baby,84.99,USD,MOROCCO,2025,8,21,50-100,BABY,Baby
2025-12-23,2025-12-23 20:36:35.628148,2025-08-11 01:43:15.709925,seller_ma_012,Bluetooth Speaker Sony,Business & Industrial,56.99,USD,MOROCCO,2025,8,11,50-100,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:35.688374,2025-08-08 00:51:06.709925,seller_ma_046,Laptop Stand Aluminum,Business & Industrial,95.99,USD,MOROCCO,2025,8,8,50-100,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:36.255237,2025-08-09 18:11:32.709925,seller_ma_012,Bluetooth Speaker Belkin,Baby,86.99,USD,MOROCCO,2025,8,9,50-100,BABY,Baby
2025-12-23,2025-12-23 20:36:37.811036,2025-08-25 02:54:15.709925,seller_ma_130,Wireless Headphones Philips,Business & Industrial,59.0,USD,MOROCCO,2025,8,25,50-100,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:37.832177,2024-08-13 02:23:13.709925,seller_ma_051,USB Cable Type-C 1m,Health & Beauty,86.99,USD,MOROCCO,2024,8,13,50-100,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:36:37.934209,2024-08-15 21:40:55.709925,souk_online,Running Shoes LG Size 42,"Clothing, Shoes & Accessories",67.99,USD,MOROCCO,2024,8,15,50-100,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:36:38.167317,2024-08-30 00:08:00.709925,seller_ma_163,Wireless Headphones Sony,Business & Industrial,68.99,USD,MOROCCO,2024,8,30,50-100,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:38.874430,2025-08-09 12:53:11.709925,seller_ma_010,Bluetooth Speaker Anker,"TV, Video & Home Audio",50.99,USD,MOROCCO,2025,8,9,50-100,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:36:38.969055,2025-08-16 21:03:34.709925,seller_ma_125,Bluetooth Speaker LG,"TV, Video & Home Audio",92.99,USD,MOROCCO,2025,8,16,50-100,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:36:39.017638,2025-08-17 19:14:52.709925,seller_ma_151,Bluetooth Speaker JBL,Toys & Hobbies,54.99,USD,MOROCCO,2025,8,17,50-100,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:36:39.157785,2025-08-30 02:06:10.709925,seller_ma_128,Laptop Stand Aluminum,Health & Beauty,52.99,USD,MOROCCO,2025,8,30,50-100,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:36:39.187118,2025-08-23 10:01:07.709925,seller_ma_127,"""LED TV XXL"""" Philips Smart""","Books, Movies & Music",92.0,USD,MOROCCO,2025,8,23,50-100,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:36:39.911341,2024-08-18 04:59:42.709925,seller_ma_024,Laptop Stand Aluminum,Business & Industrial,53.99,USD,MOROCCO,2024,8,18,50-100,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:40.053644,2024-08-10 22:17:45.709925,seller_ma_068,Wireless Headphones Belkin,Business & Industrial,82.99,USD,MOROCCO,2024,8,10,50-100,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:40.806697,2024-08-31 15:58:41.709925,seller_ma_086,Webcam HD 4096p LG,Electronics,87.0,USD,MOROCCO,2024,8,31,50-100,ELECTRONICS,Electronics
2025-12-23,2025-12-23 20:36:41.015647,2025-08-06 06:15:56.709925,seller_ma_084,Webcam HD 1080p JBL,Video Games & Consoles,84.99,USD,MOROCCO,2025,8,6,50-100,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:41.036216,2025-08-22 19:16:14.709925,seller_ma_197,Laptop Stand Aluminum,Baby,92.99,USD,MOROCCO,2025,8,22,50-100,BABY,Baby
2025-12-23,2025-12-23 20:36:41.156240,2024-08-31 07:36:20.709925,seller_ma_155,Gaming Mouse RGB Anker,Health & Beauty,57.99,USD,MOROCCO,2024,8,31,50-100,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:36:41.221247,2025-08-08 09:38:47.709925,seller_ma_152,Wireless Headphones Sony,"Books, Movies & Music",65.0,USD,MOROCCO,2025,8,8,50-100,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:36:41.257667,2025-08-25 03:41:37.709925,seller_ma_111,Phone Charger Fast Charging Samsung,Electronics,95.99,USD,MOROCCO,2025,8,25,50-100,ELECTRONICS,Electronics
2025-12-23,2025-12-23 20:36:41.480521,2025-08-11 17:05:45.709925,seller_ma_088,Gaming Mouse RGB JBL,Sporting Goods,77.0,USD,MOROCCO,2025,8,11,50-100,SPORTING GOODS,Sporting Goods
2025-12-23,2025-12-23 20:36:41.595533,2024-08-21 15:34:30.709925,seller_ma_180,Webcam HD 720p Philips,Pet Supplies,84.99,USD,MOROCCO,2024,8,21,50-100,PET SUPPLIES,Pet Supplies
2025-12-23,2025-12-23 20:36:41.871783,2025-08-25 16:06:12.709925,seller_ma_085,Bluetooth Speaker Samsung,Business & Industrial,53.99,USD,MOROCCO,2025,8,25,50-100,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:42.024369,2025-08-11 12:06:53.709925,seller_ma_166,Phone Charger Fast Charging Samsung,Musical Instruments & Gear,76.99,USD,MOROCCO,2025,8,11,50-100,MUSICAL INSTRUMENTS & GEAR,Musical Instruments
2025-12-23,2025-12-23 20:36:42.179596,2024-08-21 18:23:42.709925,seller_ma_147,Bluetooth Speaker Samsung,Health & Beauty,83.0,USD,MOROCCO,2024,8,21,50-100,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:36:42.462260,2024-08-12 01:09:19.709925,seller_ma_071,Backpack Travel Belkin,"Clothing, Shoes & Accessories",94.99,USD,MOROCCO,2024,8,12,50-100,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:36:42.463768,2025-08-06 06:52:25.709925,seller_ma_144,Gaming Mouse RGB Philips,Video Games & Consoles,51.0,USD,MOROCCO,2025,8,6,50-100,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:42.576877,2024-08-21 19:25:59.709925,seller_ma_159,Wireless Headphones Philips,Video Games & Consoles,74.99,USD,MOROCCO,2024,8,21,50-100,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:42.625683,2024-08-23 07:16:39.709925,seller_ma_149,Laptop Stand Aluminum,Video Games & Consoles,92.0,USD,MOROCCO,2024,8,23,50-100,VIDEO GAMES & CONSOLES,Video Games
2025-12-23,2025-12-23 20:36:42.775454,2024-08-14 22:02:22.709925,seller_ma_106,Laptop Stand Aluminum,"TV, Video & Home Audio",65.99,USD,MOROCCO,2024,8,14,50-100,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:36:43.657364,2025-08-05 08:19:39.709925,seller_ma_029,"""LED TV 43"""" Samsung Smart""",Baby,70.0,USD,MOROCCO,2025,8,5,50-100,BABY,Baby
2025-12-23,2025-12-23 20:36:44.053733,2025-08-20 16:43:53.709925,seller_ma_192,Phone Charger Fast Charging Sony,"TV, Video & Home Audio",50.0,USD,MOROCCO,2025,8,20,50-100,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:36:44.270367,2024-08-20 04:47:11.709925,medina_shop,Screen Protector Tempered Glass,Cell Phones & Accessories,87.99,USD,MOROCCO,2024,8,20,50-100,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:44.416221,2024-08-05 04:40:10.709925,seller_ma_111,Phone Charger Fast Charging LG,Pet Supplies,75.99,USD,MOROCCO,2024,8,5,50-100,PET SUPPLIES,Pet Supplies
2025-12-23,2025-12-23 20:36:44.597510,2024-08-20 21:04:11.709925,seller_ma_146,Leather Wallet Sony,"Clothing, Shoes & Accessories",71.0,USD,MOROCCO,2024,8,20,50-100,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:36:44.994462,2024-08-16 07:21:11.709925,seller_ma_062,Phone Charger Fast Charging Belkin,Baby,96.99,USD,MOROCCO,2024,8,16,50-100,BABY,Baby
2025-12-23,2025-12-23 20:36:45.109050,2024-08-31 01:45:46.709925,seller_ma_056,LED Headlight Bulbs H7,Automotive,86.0,USD,MOROCCO,2024,8,31,50-100,AUTOMOTIVE,Automotive
2025-12-23,2025-12-23 20:36:45.282106,2025-08-21 19:50:26.709925,seller_ma_161,"""LED TV 42"""" JBL Smart""",Jewelry & Watches,68.99,USD,MOROCCO,2025,8,21,50-100,JEWELRY & WATCHES,Jewelry
2025-12-23,2025-12-23 20:36:45.290053,2025-08-23 03:59:28.709925,seller_ma_094,Power Bank 512mAh,"TV, Video & Home Audio",66.0,USD,MOROCCO,2025,8,23,50-100,"TV, VIDEO & HOME AUDIO","TV, Video"
2025-12-23,2025-12-23 20:36:45.454988,2025-08-27 04:24:15.709925,seller_ma_163,Backpack Travel LG,"Clothing, Shoes & Accessories",80.0,USD,MOROCCO,2025,8,27,50-100,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:36:45.619387,2025-08-10 21:15:46.709925,rabat_deals,Laptop Stand Aluminum,Jewelry & Watches,57.99,USD,MOROCCO,2025,8,10,50-100,JEWELRY & WATCHES,Jewelry
2025-12-23,2025-12-23 20:36:45.782439,2024-08-03 22:58:57.709925,tanger_shop,Sunglasses Polarized UV400,"Clothing, Shoes & Accessories",64.99,USD,MOROCCO,2024,8,3,50-100,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:36:18.754909,2025-08-25 23:49:59.709925,seller_ma_141,Laptop Stand Aluminum,Cameras & Photo,868.99,USD,MOROCCO,2025,8,25,500-1000,CAMERAS & PHOTO,Cameras
2025-12-23,2025-12-23 20:36:19.993837,2025-08-25 16:47:51.709925,seller_ma_083,Phone Charger Fast Charging LG,Cameras & Photo,692.99,USD,MOROCCO,2025,8,25,500-1000,CAMERAS & PHOTO,Cameras
2025-12-23,2025-12-23 20:36:20.299682,2024-08-13 10:52:50.709925,seller_ma_189,"""Laptop Bag 45"""" Professional""",Computers/Tablets & Networking,529.99,USD,MOROCCO,2024,8,13,500-1000,COMPUTERS/TABLETS & NETWORKING,Computers/Tablets
2025-12-23,2025-12-23 20:36:20.321087,2025-08-18 23:20:34.709925,seller_ma_182,WiFi Router Dual Band HP,Computers/Tablets & Networking,831.0,USD,MOROCCO,2025,8,18,500-1000,COMPUTERS/TABLETS & NETWORKING,Computers/Tablets
2025-12-23,2025-12-23 20:36:20.445375,2024-08-29 12:53:29.709925,seller_ma_045,SSD 1GB Lenovo Internal,Computers/Tablets & Networking,847.99,USD,MOROCCO,2024,8,29,500-1000,COMPUTERS/TABLETS & NETWORKING,Computers/Tablets
2025-12-23,2025-12-23 20:36:20.574717,2025-08-18 18:04:41.709925,seller_ma_012,Car Phone Holder Magnetic,Cell Phones & Accessories,522.99,USD,MOROCCO,2025,8,18,500-1000,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:21.056177,2025-08-08 13:43:29.709925,seller_ma_167,iPad 12 512GB,Computers/Tablets & Networking,620.99,USD,MOROCCO,2025,8,8,500-1000,COMPUTERS/TABLETS & NETWORKING,Computers/Tablets
2025-12-23,2025-12-23 20:36:21.228678,2025-08-14 08:04:11.709925,seller_ma_132,iPhone S22 512GB Used,Cell Phones & Accessories,800.0,USD,MOROCCO,2025,8,14,500-1000,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:23.334489,2025-08-10 14:16:40.709925,seller_ma_099,Earbuds True Wireless Huawei,Cell Phones & Accessories,716.0,USD,MOROCCO,2025,8,10,500-1000,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:24.178308,2025-08-21 18:59:40.709925,seller_ma_137,Power Bank 2mAh,Cameras & Photo,793.99,USD,MOROCCO,2025,8,21,500-1000,CAMERAS & PHOTO,Cameras
2025-12-23,2025-12-23 20:36:24.761361,2024-08-28 01:04:51.709925,seller_ma_050,Bluetooth Speaker Belkin,Cameras & Photo,726.0,USD,MOROCCO,2024,8,28,500-1000,CAMERAS & PHOTO,Cameras
2025-12-23,2025-12-23 20:36:26.504830,2025-08-20 14:16:09.709925,seller_ma_137,Wireless Headphones Belkin,Cameras & Photo,802.0,USD,MOROCCO,2025,8,20,500-1000,CAMERAS & PHOTO,Cameras
2025-12-23,2025-12-23 20:36:26.959271,2024-08-15 09:53:34.709925,seller_ma_043,Gaming Mouse RGB LG,Cameras & Photo,881.0,USD,MOROCCO,2024,8,15,500-1000,CAMERAS & PHOTO,Cameras
2025-12-23,2025-12-23 20:36:27.599422,2025-08-15 06:03:31.709925,seller_ma_115,Mechanical Keyboard RGB Corsair,Computers/Tablets & Networking,998.99,USD,MOROCCO,2025,8,15,500-1000,COMPUTERS/TABLETS & NETWORKING,Computers/Tablets
2025-12-23,2025-12-23 20:36:27.957738,2025-08-17 10:02:16.709925,seller_ma_093,Wireless Charger Qi 15W,Cell Phones & Accessories,800.99,USD,MOROCCO,2025,8,17,500-1000,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:29.763603,2024-08-01 00:59:47.709925,seller_ma_090,USB Hub 7-Port Powered,Computers/Tablets & Networking,570.0,USD,MOROCCO,2024,8,1,500-1000,COMPUTERS/TABLETS & NETWORKING,Computers/Tablets
2025-12-23,2025-12-23 20:36:32.221548,2024-08-11 17:31:03.709925,seller_ma_120,SSD 256GB HP Internal,Computers/Tablets & Networking,599.99,USD,MOROCCO,2024,8,11,500-1000,COMPUTERS/TABLETS & NETWORKING,Computers/Tablets
2025-12-23,2025-12-23 20:36:32.840393,2025-08-16 03:02:26.709925,seller_ma_085,Earbuds True Wireless OnePlus,Cell Phones & Accessories,656.99,USD,MOROCCO,2025,8,16,500-1000,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:33.044082,2024-08-17 03:50:41.709925,seller_ma_122,"""LED TV XL"""" Samsung Smart""",Electronics,500.99,USD,MOROCCO,2024,8,17,500-1000,ELECTRONICS,Electronics
2025-12-23,2025-12-23 20:36:33.215028,2024-08-03 07:41:44.709925,seller_ma_124,iPad A54 512GB,Computers/Tablets & Networking,702.0,USD,MOROCCO,2024,8,3,500-1000,COMPUTERS/TABLETS & NETWORKING,Computers/Tablets
2025-12-23,2025-12-23 20:36:33.978225,2025-08-13 05:55:22.709925,seller_ma_063,Graphics Card 13 6GB,Computers/Tablets & Networking,861.0,USD,MOROCCO,2025,8,13,500-1000,COMPUTERS/TABLETS & NETWORKING,Computers/Tablets
2025-12-23,2025-12-23 20:36:36.862886,2025-08-27 21:29:17.709925,souk_online,Screen Protector Tempered Glass,Cell Phones & Accessories,686.99,USD,MOROCCO,2025,8,27,500-1000,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:40.800186,2024-08-12 15:00:34.709925,seller_ma_042,Car Phone Holder Magnetic,Cell Phones & Accessories,800.0,USD,MOROCCO,2024,8,12,500-1000,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:42.761149,2024-08-09 17:52:05.709925,seller_ma_125,USB Cable Type-C 1m,Cameras & Photo,619.0,USD,MOROCCO,2024,8,9,500-1000,CAMERAS & PHOTO,Cameras
2025-12-23,2025-12-23 20:36:43.852669,2025-08-04 06:06:54.709925,seller_ma_038,WiFi Router Dual Band Dell,Computers/Tablets & Networking,756.0,USD,MOROCCO,2025,8,4,500-1000,COMPUTERS/TABLETS & NETWORKING,Computers/Tablets
2025-12-23,2025-12-23 20:36:44.906984,2025-08-24 10:50:55.709925,seller_ma_154,Phone Ring Holder 360°,Cell Phones & Accessories,540.99,USD,MOROCCO,2025,8,24,500-1000,CELL PHONES & ACCESSORIES,Cell Phones
2025-12-23,2025-12-23 20:36:18.278142,2024-09-01 00:25:19.709925,seller_ma_195,"""LED TV 43"""" LG Smart""",Business & Industrial,40.99,USD,MOROCCO,2024,9,1,10-50,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:18.590600,2024-09-18 21:46:24.709925,seller_ma_086,Laptop Stand Aluminum,Toys & Hobbies,39.99,USD,MOROCCO,2024,9,18,10-50,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:36:19.882178,2025-09-24 14:59:35.709925,seller_ma_174,Power Bank 256mAh,Jewelry & Watches,24.99,USD,MOROCCO,2025,9,24,10-50,JEWELRY & WATCHES,Jewelry
2025-12-23,2025-12-23 20:36:19.961295,2025-09-16 06:05:43.709925,seller_ma_077,Bluetooth Speaker Sony,"Books, Movies & Music",32.99,USD,MOROCCO,2025,9,16,10-50,"BOOKS, MOVIES & MUSIC","Books, Movies"
2025-12-23,2025-12-23 20:36:20.029462,2024-09-01 16:11:48.709925,seller_ma_067,Women's Dress Summer Size L,"Clothing, Shoes & Accessories",44.99,USD,MOROCCO,2024,9,1,10-50,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:36:20.118592,2024-09-29 09:08:53.709925,seller_ma_200,Gaming Mouse RGB Anker,Sporting Goods,43.99,USD,MOROCCO,2024,9,29,10-50,SPORTING GOODS,Sporting Goods
2025-12-23,2025-12-23 20:36:20.294682,2024-09-05 10:37:02.709925,seller_ma_125,Sunglasses Polarized UV400,"Clothing, Shoes & Accessories",31.0,USD,MOROCCO,2024,9,5,10-50,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:36:20.437371,2024-09-05 06:55:14.709925,seller_ma_112,Phone Charger Fast Charging Samsung,Health & Beauty,34.99,USD,MOROCCO,2024,9,5,10-50,HEALTH & BEAUTY,Health
2025-12-23,2025-12-23 20:36:20.862014,2025-09-03 16:19:24.709925,seller_ma_101,Gaming Mouse RGB JBL,Sporting Goods,42.99,USD,MOROCCO,2025,9,3,10-50,SPORTING GOODS,Sporting Goods
2025-12-23,2025-12-23 20:36:21.096672,2025-09-18 08:35:46.709925,maghreb_outlet,"""LED TV M"""" LG Smart""",Business & Industrial,36.99,USD,MOROCCO,2025,9,18,10-50,BUSINESS & INDUSTRIAL,Business
2025-12-23,2025-12-23 20:36:21.527594,2025-09-25 17:14:32.709925,seller_ma_012,Wireless Headphones Philips,Sporting Goods,32.99,USD,MOROCCO,2025,9,25,10-50,SPORTING GOODS,Sporting Goods
2025-12-23,2025-12-23 20:36:21.613814,2024-09-04 16:54:16.709925,seller_ma_162,Bluetooth Speaker Sony,Pet Supplies,28.99,USD,MOROCCO,2024,9,4,10-50,PET SUPPLIES,Pet Supplies
2025-12-23,2025-12-23 20:36:21.682700,2025-09-01 19:47:16.709925,seller_ma_138,Sunglasses Polarized UV400,"Clothing, Shoes & Accessories",20.99,USD,MOROCCO,2025,9,1,10-50,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:36:21.778414,2025-09-25 15:09:33.709925,seller_ma_024,Sunglasses Polarized UV400,"Clothing, Shoes & Accessories",39.0,USD,MOROCCO,2025,9,25,10-50,"CLOTHING, SHOES & ACCESSORIES","Clothing, Shoes"
2025-12-23,2025-12-23 20:36:21.954423,2024-09-06 03:58:25.709925,seller_ma_126,Bluetooth Speaker Sony,Toys & Hobbies,45.99,USD,MOROCCO,2024,9,6,10-50,TOYS & HOBBIES,Toys
2025-12-23,2025-12-23 20:36:22.042108,2024-09-16 12:31:56.709925,seller_ma_118,HDMI Cable 5m Gold Plated,Baby,37.0,USD,MOROCCO,2024,9,16,10-50,BABY,Baby
